鄉鎮市區,有無車位,租賃層次,總樓層數,建物型態,屋齡,坪數,建物現況格局.房,建物現況格局.廳,建物現況格局.衛,建物現況格局.隔間,有無管理組織,有無附傢俱,總額元
3,0,7,10,0,44,72,4,0,2,1,1,0,86000
5,0,4,5,1,41,36,3,2,1,1,0,0,23000
2,0,11,15,4,12,66,4,2,2,1,1,1,80000
2,0,4,10,2,15,24,2,2,2,1,1,1,26000
2,0,6,10,2,32,24,1,1,1,1,1,1,38000
2,0,3,5,3,30,18,1,1,1,1,1,1,29000
2,0,1,10,2,35,36,3,0,3,0,0,0,56000
2,0,5,15,4,9,60,3,2,2,1,1,1,71000
2,0,10,15,4,32,54,4,0,2,1,1,0,56000
3,0,10,20,4,10,18,1,1,1,1,1,1,35000
3,0,9,15,4,16,18,2,1,1,1,1,1,35000
3,0,5,15,4,13,48,3,1,2,1,1,1,62000
3,0,6,10,2,11,66,4,2,2,1,1,1,53000
3,0,6,10,2,40,24,2,1,1,1,1,1,32000
3,0,11,15,3,10,18,1,1,1,1,1,1,23000
3,0,1,10,2,37,24,1,0,1,0,0,0,41000
3,0,2,15,4,20,48,3,2,2,1,1,1,29000
3,0,7,15,4,4,24,2,1,1,1,1,1,65000
3,0,8,15,4,15,30,3,2,2,1,1,1,59000
5,0,15,20,4,15,90,3,2,3,1,1,1,107000
3,0,1,15,4,5,30,4,0,1,0,0,0,125000
3,0,14,20,4,4,48,3,2,2,1,1,1,62000
7,0,11,15,4,5,48,3,1,2,1,1,1,77000
7,0,2,10,2,5,60,3,1,2,1,1,1,68000
7,0,1,10,1,49,18,3,2,1,1,0,1,14000
0,0,7,15,4,9,48,3,2,2,1,1,1,107000
0,0,11,15,4,14,84,4,2,3,1,1,1,125000
0,0,4,15,4,12,48,3,2,2,1,1,1,77000
1,0,13,20,4,11,30,2,1,1,1,1,1,50000
1,0,14,15,4,12,30,2,1,1,1,1,1,41000
1,0,13,15,4,15,18,1,1,1,1,1,1,29000
1,0,3,10,0,29,90,3,1,2,1,1,0,92000
9,0,3,5,1,40,30,3,2,2,1,1,0,20000
9,0,21,25,0,23,48,4,0,1,0,1,0,80000
8,0,8,20,4,11,18,1,1,1,1,1,1,26000
8,0,4,10,2,41,36,3,2,2,1,1,1,35000
10,1,12,15,4,12,54,4,2,2,1,1,1,50000
9,0,3,20,4,11,42,2,1,1,1,1,1,62000
8,0,10,15,0,34,156,4,0,2,0,1,0,305000
8,0,1,5,1,15,54,4,0,2,0,0,0,110000
11,0,1,10,2,36,36,4,0,4,0,0,0,32000
4,0,2,15,4,15,48,4,2,3,1,1,1,56000
0,0,5,15,4,15,66,5,2,3,1,1,0,44000
0,0,10,15,4,12,54,3,2,2,1,1,1,56000
0,0,17,20,4,12,54,3,2,2,1,1,1,74000
0,0,2,5,2,39,48,4,2,2,1,1,1,35000
5,0,5,5,1,38,30,3,2,2,1,0,0,17000
5,0,5,10,2,18,48,4,2,2,1,1,0,29000
3,0,3,15,4,15,48,3,1,2,1,1,1,71000
3,0,3,15,0,41,84,5,1,1,1,1,0,104000
2,0,10,15,4,12,132,4,2,4,1,1,1,248000
2,0,4,15,4,15,30,3,1,1,1,0,1,29000
4,0,3,20,4,9,84,4,2,2,1,1,1,95000
6,0,5,5,1,15,30,3,2,2,1,0,1,20000
6,0,3,15,4,25,84,5,3,3,1,1,1,44000
0,0,12,20,4,28,78,4,2,2,1,1,1,92000
7,0,2,15,4,11,72,3,2,2,1,1,1,68000
7,0,10,15,4,13,60,3,2,2,1,1,1,80000
4,0,5,30,0,24,162,1,0,4,0,1,0,311000
2,0,6,10,2,37,42,4,2,2,1,0,0,44000
2,0,10,15,4,37,12,1,0,1,1,1,0,17000
2,0,7,5,2,5,18,1,1,1,1,0,1,32000
2,0,5,10,2,40,48,3,2,2,1,0,1,47000
2,0,4,10,2,30,48,4,2,2,1,0,1,41000
2,0,16,25,4,34,90,4,2,3,1,0,1,131000
5,0,11,20,4,10,30,3,2,2,1,1,1,38000
3,0,14,15,4,5,30,2,1,1,1,0,1,38000
3,0,2,10,0,38,42,5,0,1,1,1,0,50000
3,0,7,15,4,12,30,2,1,1,1,0,1,47000
3,0,14,20,4,4,60,3,2,2,1,0,1,71000
0,0,18,30,4,25,78,3,2,2,1,1,1,122000
11,0,2,5,1,15,12,1,0,1,1,0,1,11000
11,0,2,5,1,15,24,4,0,1,1,0,0,20000
4,0,14,15,4,5,18,1,1,1,1,1,1,35000
9,0,16,20,4,12,30,3,1,1,1,0,1,53000
8,0,14,15,4,41,42,2,2,2,1,0,1,47000
8,0,4,5,1,15,36,3,2,2,1,0,0,32000
8,0,6,15,0,28,102,5,0,3,0,1,0,143000
9,0,1,5,1,15,30,1,1,2,1,0,0,35000
9,0,3,15,4,26,36,3,2,2,1,1,0,32000
1,0,9,15,4,7,48,2,2,2,1,1,1,71000
7,0,8,20,3,5,18,1,1,1,1,1,0,23000
0,0,9,15,4,24,54,4,2,2,1,1,1,59000
0,0,3,15,4,18,54,4,2,2,1,1,1,59000
0,0,6,10,2,36,42,4,2,2,1,1,1,65000
7,0,12,20,4,7,36,2,1,1,1,1,1,62000
0,0,5,10,2,18,54,3,2,2,1,1,1,68000
3,0,8,15,4,39,30,3,2,2,1,1,0,38000
3,0,7,20,4,11,66,4,2,2,1,1,1,62000
5,0,4,15,4,13,30,2,2,1,1,1,1,23000
3,0,10,15,0,37,72,5,0,4,0,1,0,98000
7,0,2,15,3,11,24,1,1,1,1,1,1,17000
4,0,2,5,1,15,36,3,2,2,1,0,0,32000
9,0,1,5,1,15,24,3,2,2,1,0,1,26000
3,0,8,15,4,7,36,1,1,1,1,1,1,53000
3,0,6,10,2,35,42,4,2,2,1,0,0,44000
3,0,3,15,3,15,18,1,1,1,1,1,1,32000
3,0,11,15,4,38,18,1,1,1,1,1,0,26000
9,0,3,20,0,24,60,3,0,1,0,1,0,47000
0,0,6,10,2,42,54,4,2,2,1,1,1,62000
7,0,6,20,4,7,78,2,2,2,1,1,1,86000
0,0,1,5,2,10,138,3,2,2,1,1,1,2e+05
1,0,3,15,4,11,48,3,2,2,1,1,1,38000
1,0,8,20,4,11,24,2,1,1,1,1,1,44000
4,0,8,15,0,33,186,3,0,2,0,1,0,251000
11,0,11,15,4,13,18,2,2,1,1,1,1,29000
6,0,4,15,4,6,48,2,1,1,1,1,1,29000
6,0,2,5,1,37,30,3,2,2,1,0,1,26000
4,0,8,15,0,30,54,4,0,1,0,1,0,80000
2,0,6,15,0,33,54,4,0,3,0,0,0,68000
2,0,5,15,0,15,66,2,0,2,0,1,0,101000
2,0,5,10,2,15,42,3,2,2,1,1,1,47000
6,0,2,5,1,15,36,4,2,2,1,0,0,23000
6,0,1,5,1,15,24,2,2,1,1,0,1,26000
0,0,4,5,1,38,42,4,2,2,1,0,1,26000
0,0,5,10,2,36,54,3,2,2,1,1,1,65000
9,0,4,15,4,35,36,3,2,2,1,1,1,23000
5,0,4,5,1,15,18,2,2,1,1,0,1,26000
3,0,6,15,0,43,18,3,0,1,0,1,0,14000
5,0,1,5,1,41,36,3,0,2,0,0,1,26000
5,0,12,20,4,10,30,2,2,1,1,1,1,38000
3,0,5,15,4,34,36,4,2,2,1,0,1,50000
3,0,2,5,3,15,6,1,0,1,1,0,1,11000
3,0,7,15,0,38,18,2,0,3,0,1,0,23000
3,0,10,10,0,39,42,3,0,1,0,0,1,41000
3,0,1,5,1,44,42,3,0,1,0,0,1,92000
5,0,5,5,1,36,30,4,2,2,1,0,1,20000
5,0,1,5,1,34,42,2,2,2,1,0,0,26000
5,0,2,10,2,25,18,5,0,3,0,1,0,17000
3,0,5,15,4,34,54,4,2,2,1,0,1,50000
5,0,4,10,0,19,402,7,1,1,1,1,1,368000
3,0,1,10,2,15,36,3,2,1,1,0,1,77000
9,0,14,15,4,36,912,1,0,2,0,1,0,482000
10,0,8,15,4,19,42,2,2,1,1,1,1,32000
9,0,14,20,4,13,18,1,1,1,1,1,1,35000
8,0,10,20,0,34,312,4,0,3,0,1,0,656000
8,0,15,20,4,38,48,1,1,2,1,0,0,44000
0,0,5,10,2,22,84,4,2,2,1,0,1,80000
0,0,7,10,2,36,42,3,2,2,1,1,1,95000
0,0,3,15,4,11,48,4,2,2,1,1,1,62000
1,0,2,5,1,44,30,2,2,1,1,0,1,17000
4,0,10,10,2,43,18,2,0,1,0,0,1,17000
4,0,7,10,0,29,90,4,0,2,0,1,1,128000
6,0,3,10,2,25,48,3,2,2,1,0,0,26000
6,0,4,10,2,20,18,2,2,1,1,0,1,20000
6,0,13,25,4,21,60,3,2,2,1,1,1,35000
4,0,6,10,2,14,12,1,1,1,1,1,1,23000
2,0,9,15,4,39,36,3,1,3,1,1,0,53000
2,0,7,10,2,5,18,1,1,1,1,0,1,32000
2,0,1,5,1,15,36,3,2,1,1,0,1,20000
2,0,11,15,4,31,66,2,2,2,1,1,1,101000
2,0,1,10,2,15,72,5,0,4,0,1,1,131000
2,0,4,15,0,38,42,1,0,1,0,1,0,65000
2,0,2,10,2,38,42,3,0,1,0,0,0,53000
6,0,2,5,1,15,24,3,2,1,1,0,1,20000
1,0,6,15,4,12,18,1,1,1,1,1,1,23000
7,0,7,20,4,7,42,2,1,1,1,1,1,62000
0,0,10,15,4,13,60,4,2,2,1,1,1,119000
7,0,4,15,4,4,42,3,2,2,1,1,1,65000
0,0,1,5,1,29,54,1,1,2,1,0,0,56000
0,0,5,15,4,34,48,3,2,2,1,0,1,41000
7,0,25,5,4,17,24,4,0,1,0,1,1,29000
8,0,5,15,4,4,180,3,2,5,1,1,1,212000
3,0,10,15,4,8,42,2,1,2,1,1,1,86000
3,0,3,5,3,24,12,1,1,1,1,1,1,17000
3,0,10,20,4,10,18,1,0,1,1,1,1,32000
3,0,1,5,1,15,30,3,0,1,0,0,0,71000
3,0,7,15,4,11,42,3,2,2,1,1,1,71000
3,0,3,15,0,32,42,1,0,3,0,1,0,50000
3,0,6,15,4,15,24,2,1,1,1,1,1,41000
3,0,15,20,4,24,24,2,1,1,1,1,1,44000
3,0,10,15,4,12,18,2,1,1,1,1,1,32000
3,0,2,10,2,32,30,2,2,1,1,0,1,41000
3,0,4,5,1,39,30,2,1,1,1,0,1,26000
3,0,2,10,2,12,36,2,1,1,1,1,1,32000
3,0,12,20,4,34,24,2,1,1,1,1,1,38000
3,0,14,20,4,24,24,3,1,1,1,1,1,26000
3,0,5,20,4,34,30,2,1,1,1,1,1,50000
5,0,5,10,2,10,54,3,2,2,1,1,1,53000
5,0,3,5,1,39,30,3,2,1,1,0,1,26000
8,0,2,10,2,11,18,1,1,1,1,0,0,20000
9,0,10,15,4,6,36,1,1,1,1,1,1,62000
8,0,4,10,2,34,48,3,2,2,1,1,1,47000
9,0,3,10,2,15,60,3,2,3,1,1,0,74000
9,0,5,10,2,31,30,2,1,1,1,0,0,32000
0,0,5,10,2,15,54,4,2,2,1,1,1,77000
1,0,13,15,4,12,30,2,2,1,1,1,1,47000
1,0,11,20,4,11,30,2,1,1,1,1,1,50000
4,0,3,15,0,21,168,1,0,2,0,1,1,302000
2,0,5,15,3,15,12,1,1,1,1,1,1,23000
2,0,6,15,4,10,54,3,2,2,1,1,1,74000
2,0,5,15,4,15,78,4,2,2,1,1,1,131000
4,0,5,15,4,23,42,3,2,2,1,0,1,59000
11,0,8,15,4,10,42,2,2,2,1,1,1,50000
1,0,16,20,4,11,30,1,2,1,1,1,1,41000
1,0,7,15,4,7,42,3,2,2,1,1,1,56000
0,0,2,10,2,11,72,4,2,2,1,1,1,71000
3,0,3,15,4,8,24,1,2,1,1,1,1,47000
3,0,7,10,2,12,24,2,2,1,1,1,1,35000
3,0,5,10,3,31,18,1,1,1,1,1,0,17000
3,0,1,5,1,15,12,3,3,3,1,0,1,20000
3,0,9,15,3,21,12,1,1,1,1,1,0,20000
3,0,2,10,2,13,24,2,1,1,1,1,1,35000
3,0,7,15,0,20,42,2,0,1,0,1,0,44000
5,0,4,5,1,32,42,3,2,2,1,0,1,32000
5,0,7,10,2,15,36,2,2,1,1,0,1,32000
5,0,5,5,2,11,18,2,1,1,1,1,1,29000
0,0,8,15,4,12,48,3,2,2,1,1,1,53000
7,0,5,20,4,7,30,2,1,1,1,1,1,47000
7,0,8,15,4,10,24,2,1,1,1,1,1,32000
7,0,5,10,3,12,12,1,1,1,1,1,0,17000
0,0,6,15,4,31,48,3,2,2,1,1,1,56000
0,0,2,15,4,30,36,3,2,2,1,1,1,53000
8,0,5,10,2,32,42,4,2,2,1,1,0,38000
9,0,5,5,3,52,18,1,1,1,1,0,0,20000
8,0,9,15,3,12,12,1,1,1,1,1,0,20000
10,0,5,5,1,15,30,3,2,2,1,0,1,26000
2,0,4,10,2,40,48,3,2,2,1,1,1,59000
2,0,13,15,4,36,96,15,0,15,1,1,0,155000
2,0,11,15,4,12,24,2,1,1,1,1,0,32000
2,0,13,20,4,30,36,3,2,2,1,1,1,32000
2,0,6,10,2,9,36,2,2,2,1,1,0,47000
2,0,5,10,2,5,42,2,1,1,1,0,1,59000
2,0,5,10,2,5,18,3,0,1,0,0,1,32000
2,0,6,10,2,5,18,4,0,1,0,0,1,32000
2,0,8,15,4,14,54,4,2,2,1,0,1,62000
4,0,9,15,4,11,18,1,1,1,1,1,1,32000
4,0,1,5,1,48,30,3,0,3,0,0,0,41000
4,0,2,10,2,4,36,2,1,2,1,1,0,41000
6,0,4,5,1,15,24,3,2,1,1,0,0,17000
9,0,3,10,2,38,30,3,2,2,1,1,1,32000
8,0,7,10,0,22,138,2,0,2,0,1,0,140000
8,0,1,10,2,38,36,3,2,3,1,1,1,74000
8,0,9,15,0,42,48,1,1,1,1,1,1,50000
8,0,2,15,4,15,30,3,0,1,0,0,1,35000
8,0,4,5,1,15,36,2,2,2,1,0,1,32000
8,0,3,10,4,15,18,1,1,1,1,0,0,26000
10,0,1,5,1,43,18,2,1,1,1,0,1,17000
9,0,8,20,4,13,18,1,0,1,1,0,1,38000
0,0,5,15,4,12,60,5,2,3,1,1,1,47000
7,0,5,10,2,4,96,3,2,2,1,1,1,56000
7,0,10,20,4,5,18,1,1,1,1,1,0,17000
11,0,3,5,1,48,36,3,1,1,1,0,1,17000
1,0,2,5,1,46,24,2,2,1,1,0,1,17000
11,0,4,5,1,44,30,2,2,1,1,0,1,17000
3,0,2,15,4,12,18,1,1,1,1,1,1,41000
5,0,9,20,4,10,36,2,2,1,1,1,1,47000
3,0,11,15,4,5,30,2,1,1,1,1,1,50000
5,0,3,25,4,11,96,4,2,2,1,1,1,122000
3,0,6,10,2,22,48,2,2,2,1,1,0,50000
3,0,4,10,2,39,24,2,2,1,1,0,1,23000
5,0,5,15,4,7,126,4,2,3,1,1,0,80000
3,0,1,15,2,23,30,3,0,4,0,0,0,47000
3,0,4,10,0,48,42,3,0,2,0,1,1,53000
3,0,7,15,4,14,18,2,1,1,1,1,1,35000
3,0,5,20,4,10,30,1,1,1,1,1,1,44000
5,0,8,15,0,15,168,3,0,2,0,1,1,197000
3,0,7,15,4,44,102,3,0,3,0,0,1,164000
5,0,10,15,4,11,48,2,2,2,1,1,1,47000
3,0,3,15,0,41,84,1,1,1,1,1,0,104000
4,0,13,20,4,11,42,3,1,2,1,1,1,80000
1,0,6,10,0,25,18,3,0,1,0,1,0,35000
4,0,23,30,3,30,24,1,1,1,1,1,0,32000
0,0,5,5,1,39,42,3,2,2,1,0,1,32000
0,0,2,5,1,41,36,3,2,1,1,0,1,26000
9,0,12,15,0,29,60,3,0,2,0,1,0,62000
9,0,12,15,0,29,54,3,0,1,0,1,0,62000
9,0,6,15,4,29,36,2,2,2,1,1,0,32000
9,0,8,15,4,6,36,2,1,1,1,1,1,71000
4,0,3,15,4,12,42,2,1,2,1,1,1,41000
2,0,3,5,1,15,36,4,2,2,1,0,1,32000
2,0,5,15,0,15,54,2,1,4,1,1,1,74000
2,0,5,15,0,15,66,4,0,1,0,1,1,104000
2,0,4,15,0,36,66,3,0,4,0,1,0,71000
2,0,1,5,1,15,30,3,2,2,1,0,0,47000
2,0,6,10,2,15,30,3,2,2,1,1,1,26000
2,0,4,5,1,15,30,3,2,2,1,0,1,20000
2,0,7,15,4,33,36,3,2,2,1,1,1,38000
6,0,5,5,1,6,54,4,2,2,1,1,1,38000
8,0,2,15,0,43,192,3,0,3,0,1,0,272000
7,0,7,10,2,23,48,4,2,2,1,1,0,38000
5,0,14,15,4,8,96,5,2,3,1,1,1,86000
5,0,9,10,0,11,54,3,0,1,0,1,0,47000
5,0,3,10,0,11,78,4,0,2,0,1,0,41000
5,0,1,10,2,21,48,3,0,4,0,0,1,95000
3,0,6,15,4,7,30,2,2,1,1,1,1,50000
3,0,10,15,4,41,18,1,1,1,1,1,1,14000
3,0,2,5,1,50,30,1,1,1,1,0,0,53000
3,0,10,15,4,12,42,2,2,2,1,1,1,50000
3,0,1,10,2,38,48,3,0,3,0,0,1,56000
3,0,6,15,4,4,36,2,1,2,1,1,1,50000
3,0,2,15,4,9,42,2,1,1,1,1,1,35000
3,0,6,15,0,37,18,5,0,4,0,1,0,26000
3,0,6,15,4,12,66,2,1,2,1,1,1,92000
3,0,3,15,0,47,156,4,0,1,0,1,0,212000
3,1,7,10,2,16,48,3,2,2,1,0,1,65000
7,0,1,10,2,12,78,4,2,2,1,1,1,59000
7,0,2,5,1,24,36,3,1,2,1,1,1,23000
4,0,1,15,0,24,72,2,1,1,1,1,0,101000
4,0,4,15,0,21,138,3,0,1,0,1,1,2e+05
1,0,2,10,0,15,210,2,0,1,0,1,0,230000
9,0,4,5,1,15,12,4,4,4,1,0,1,14000
10,0,10,15,4,8,102,4,2,2,1,1,1,89000
10,0,1,15,4,30,30,3,0,3,0,0,1,47000
9,0,4,10,0,28,60,5,0,2,0,1,0,68000
8,0,10,15,4,11,24,2,1,1,1,1,1,41000
9,0,16,20,0,27,144,3,0,2,0,1,0,302000
6,0,4,5,1,39,30,3,2,1,1,0,1,20000
4,0,9,10,2,6,30,2,1,1,1,1,1,44000
7,0,2,10,2,9,54,3,2,2,1,0,1,38000
2,0,5,10,2,48,42,3,2,2,1,1,1,56000
2,0,7,15,0,15,12,3,0,3,0,1,1,20000
2,0,5,15,0,31,48,5,0,1,0,1,0,56000
9,0,11,25,0,10,78,3,0,4,0,1,0,257000
9,0,33,105,0,16,72,1,0,4,0,0,0,248000
9,0,5,20,4,11,18,3,0,2,0,1,1,29000
11,0,1,5,1,43,18,1,1,1,1,0,1,17000
4,0,2,10,2,46,54,3,0,1,0,1,0,62000
1,0,1,15,0,37,30,1,1,1,1,1,1,47000
3,0,12,15,4,39,54,5,0,1,0,1,0,53000
3,0,5,20,4,30,30,2,2,1,1,1,1,38000
5,0,7,15,4,4,30,2,1,1,1,1,1,35000
5,0,2,10,4,26,12,1,1,1,1,1,1,20000
5,0,3,15,4,6,54,4,2,2,1,1,1,53000
3,0,5,15,4,7,48,3,2,1,1,1,1,71000
3,0,5,15,4,12,36,3,2,1,1,1,0,44000
3,0,5,10,2,24,24,2,1,1,1,1,0,20000
3,0,1,5,1,40,24,5,0,3,0,0,0,44000
3,0,6,10,2,24,78,4,2,2,1,1,1,86000
3,0,6,15,4,19,24,1,1,1,1,1,1,44000
3,0,5,15,4,24,42,3,2,2,1,1,1,62000
3,0,4,10,2,22,54,3,2,2,1,1,1,26000
5,0,5,5,0,19,132,1,3,4,1,1,1,104000
3,0,11,15,4,13,60,1,2,2,1,1,1,80000
0,0,2,15,4,13,60,3,2,2,1,1,1,32000
0,0,5,15,4,4,42,2,1,1,1,1,1,44000
0,0,1,10,2,41,42,4,0,2,1,0,1,32000
0,0,10,15,4,12,126,4,2,4,1,1,1,164000
0,0,4,5,1,34,42,3,2,2,1,0,0,29000
1,0,2,10,0,4,240,3,0,3,0,1,0,326000
8,0,1,5,1,15,36,3,2,2,1,0,1,38000
8,0,1,10,2,39,42,3,0,1,0,0,0,80000
8,0,9,15,0,28,108,3,0,1,0,1,1,62000
9,0,27,105,0,16,54,3,0,2,0,1,0,188000
4,0,3,10,2,29,30,2,2,1,1,1,1,23000
2,0,4,10,2,51,60,3,2,2,1,1,0,44000
2,0,2,5,1,15,36,2,1,1,1,0,1,38000
2,0,9,15,4,10,30,2,1,1,1,1,1,38000
2,0,4,5,1,51,24,3,1,1,1,0,1,17000
6,0,7,10,2,12,18,1,1,1,1,1,1,14000
8,0,6,10,2,32,42,3,2,2,1,1,0,32000
8,0,14,20,4,38,42,1,2,2,1,1,0,32000
9,0,1,5,1,15,30,4,0,3,0,0,0,65000
8,0,9,15,4,15,36,1,1,1,1,1,0,41000
8,0,8,15,0,34,48,3,0,1,0,1,0,71000
8,0,9,15,4,15,12,1,1,1,1,1,0,20000
8,0,3,5,1,45,30,3,2,1,1,0,0,26000
0,0,3,10,2,36,48,3,1,2,1,1,1,77000
0,0,5,5,2,18,54,4,2,2,1,0,1,92000
0,0,1,10,2,23,24,4,0,1,0,1,0,35000
7,0,4,10,2,21,48,4,3,2,1,1,0,32000
7,0,5,5,1,35,30,2,1,1,1,0,1,17000
0,0,5,10,2,25,78,4,2,2,1,0,0,77000
3,0,10,20,4,11,66,3,2,2,1,1,1,80000
3,0,10,15,4,41,12,1,1,1,1,1,1,14000
3,0,11,15,4,41,12,1,1,1,1,1,1,14000
3,0,6,15,4,12,12,1,1,1,1,1,1,23000
5,0,17,25,4,22,48,4,2,2,1,1,0,56000
3,0,5,10,2,7,30,2,2,2,1,1,1,35000
3,0,13,15,3,11,18,1,1,1,1,1,1,32000
3,0,13,15,3,12,24,1,1,1,1,1,1,35000
3,0,6,10,3,3,18,1,1,1,1,1,1,47000
3,0,6,15,4,10,42,3,2,2,1,1,1,65000
3,0,7,20,4,11,54,4,2,2,1,1,1,53000
3,0,12,15,0,31,150,3,0,3,0,0,1,242000
3,0,5,15,4,18,48,3,2,2,1,1,1,65000
3,0,10,15,4,41,12,1,1,1,1,1,1,14000
3,0,5,15,4,4,24,2,1,1,1,1,1,53000
7,0,10,15,4,13,48,4,2,2,1,1,1,53000
0,0,6,15,4,6,90,3,2,3,1,1,0,116000
1,0,6,15,4,12,30,2,2,1,1,1,1,41000
4,0,5,15,4,14,30,2,2,1,1,1,1,41000
11,0,3,10,2,6,30,2,2,1,1,1,1,26000
11,0,4,15,4,29,30,2,2,2,1,1,1,20000
9,0,12,15,4,15,36,3,0,1,0,1,0,41000
8,0,11,15,4,30,18,3,1,1,1,1,0,17000
8,0,10,15,0,15,72,5,0,1,1,1,0,137000
8,0,7,20,0,31,168,1,0,4,0,1,0,446000
2,0,3,20,4,35,66,3,0,1,0,1,1,77000
2,0,3,15,0,15,126,4,0,1,0,1,0,224000
2,0,3,15,0,15,132,3,0,1,0,1,0,233000
8,0,1,20,4,18,24,1,0,1,0,1,0,65000
11,0,5,10,2,31,66,3,0,1,0,0,0,47000
0,0,4,15,4,34,60,3,1,2,1,1,1,77000
3,0,13,20,4,11,48,4,1,2,1,1,1,62000
3,0,5,5,1,45,36,3,2,2,1,0,0,29000
5,0,13,25,3,23,18,1,1,1,1,1,1,20000
3,0,9,15,3,38,12,1,1,1,1,1,1,17000
3,0,6,15,4,41,12,1,1,1,1,1,1,14000
3,0,2,15,4,4,72,3,2,3,1,1,1,80000
5,0,8,15,4,10,30,4,2,2,1,1,1,56000
3,0,1,5,1,53,24,3,2,2,1,0,0,44000
3,0,3,15,4,12,12,1,1,1,1,0,1,29000
3,0,16,20,4,10,18,1,1,1,1,0,1,29000
3,0,3,10,2,10,24,3,1,2,1,1,1,47000
3,0,5,5,1,42,24,3,2,1,1,0,1,20000
7,0,8,10,2,5,48,3,2,2,1,1,1,80000
7,0,8,15,4,5,66,3,2,2,1,0,1,74000
4,0,5,15,4,5,18,1,1,1,1,1,1,38000
9,0,5,15,4,15,18,1,1,1,1,1,1,20000
8,0,12,15,4,12,18,5,0,3,0,1,1,32000
8,0,3,5,1,15,48,4,2,2,1,0,1,38000
9,0,7,15,0,15,42,1,1,1,1,1,0,50000
2,0,3,5,1,27,36,3,2,2,1,1,0,26000
2,0,10,15,4,13,12,4,0,3,0,1,1,32000
2,0,3,10,2,30,30,2,2,2,1,1,1,50000
2,0,10,15,3,15,12,1,1,1,1,1,0,23000
4,0,1,15,4,23,36,2,2,2,1,1,1,38000
9,0,19,30,4,23,48,4,2,2,1,1,1,83000
10,0,2,15,4,27,18,2,2,1,1,1,0,29000
9,0,9,20,4,27,48,3,1,2,1,0,0,62000
9,0,6,15,4,15,54,3,1,2,1,0,0,50000
8,0,7,15,0,35,150,3,0,2,0,1,0,239000
8,0,9,15,0,38,108,8,0,2,1,1,0,122000
8,0,3,15,0,29,138,3,0,4,1,1,0,167000
1,0,13,20,4,11,18,1,1,1,1,1,1,32000
1,0,8,20,4,11,18,1,1,1,1,1,1,29000
1,0,8,15,4,39,24,2,2,2,1,1,1,26000
1,0,15,20,3,11,18,1,1,1,1,1,0,29000
1,0,11,20,3,11,18,1,1,1,1,1,0,29000
1,0,13,20,0,30,30,2,1,1,1,1,0,17000
0,0,1,10,2,35,48,2,1,1,1,0,1,41000
0,0,4,15,4,31,60,3,2,2,1,1,0,44000
0,0,12,15,4,8,60,3,2,2,1,1,1,68000
7,0,2,15,4,13,78,4,2,2,1,1,1,62000
7,0,10,10,2,43,30,2,1,1,1,1,1,14000
7,0,1,5,1,43,30,4,0,3,0,0,0,20000
0,0,2,10,2,35,30,3,2,1,1,1,0,50000
7,0,4,15,4,15,18,2,1,2,1,1,1,38000
0,0,9,30,4,25,78,3,2,2,1,1,0,101000
3,0,3,5,1,47,30,2,1,1,1,1,0,32000
3,0,9,15,0,22,60,5,0,2,1,1,0,62000
5,0,7,15,4,14,42,4,2,2,1,1,0,41000
3,0,4,5,1,24,24,2,1,1,1,1,1,26000
3,0,6,10,3,12,18,1,1,1,1,1,0,23000
3,0,6,10,2,45,60,2,1,2,1,1,0,68000
5,0,9,15,0,25,48,5,0,4,0,1,0,68000
5,0,9,15,0,25,48,1,0,1,0,1,0,68000
3,0,10,15,4,16,36,2,2,2,1,1,1,68000
3,0,4,15,4,13,42,2,2,2,1,1,1,65000
3,0,8,15,0,24,96,2,0,1,0,1,0,158000
3,0,10,20,4,11,24,1,1,1,1,1,1,47000
3,0,6,15,0,43,18,3,0,1,0,1,0,29000
0,0,3,10,2,42,12,1,1,1,1,1,1,20000
7,0,1,10,2,23,42,2,1,1,1,0,1,32000
0,0,8,15,4,6,60,3,1,2,1,1,1,80000
4,0,14,15,3,13,18,1,1,1,1,1,1,23000
4,0,4,15,0,39,36,4,0,3,0,1,0,41000
8,0,11,15,4,43,42,3,2,1,1,1,0,44000
4,0,7,15,4,15,12,2,1,2,1,1,1,26000
2,0,22,35,0,32,918,3,0,3,0,1,0,1193000
2,0,2,10,2,18,150,5,4,4,1,0,1,155000
2,0,14,15,4,15,18,1,1,1,1,1,1,20000
2,0,2,10,2,31,42,3,0,4,0,1,0,35000
2,0,8,10,2,14,18,3,0,4,0,0,1,32000
2,0,11,15,0,15,30,4,0,2,0,0,0,47000
2,0,4,15,0,34,60,2,0,1,1,1,0,80000
4,0,6,10,2,5,24,2,1,1,1,0,1,47000
4,0,3,10,2,10,42,2,2,1,1,1,1,62000
9,0,11,15,4,37,24,1,1,1,1,0,1,32000
8,0,1,15,3,37,18,1,1,1,1,1,0,23000
8,0,2,5,1,45,30,3,2,1,1,0,0,23000
8,0,1,15,4,16,48,3,0,1,0,1,0,50000
9,0,5,25,4,16,30,1,1,1,1,1,1,83000
4,0,6,20,4,11,18,1,1,1,1,1,1,26000
1,0,4,10,2,12,36,2,1,1,1,1,1,59000
1,0,2,20,4,8,48,3,2,2,1,0,1,65000
1,0,4,15,3,9,18,1,1,1,1,1,1,26000
0,0,3,10,2,31,42,3,2,2,1,1,1,68000
